,date,uid,gender,age_group,year,books_read,genre,when_listening
934,2018-10,UGV54,female,18-29,2018,3.3,Sci-Fi & Fantasy,Commuting
935,2018-10,KFN16,male,50-64,2018,3.5,Comedy,Home
936,2018-10,XUP46,female,65+,2018,1.4,Sci-Fi & Fantasy,Commuting
937,2018-10,DBW36,female,18-29,2018,4.1,Comedy,Commuting
938,2018-10,KJU37,male,65+,2018,2.9,Romance,Commuting
939,2018-10,VEZ04,female,18-29,2018,2.0,History,Home
940,2018-10,NVE53,female,50-64,2018,2.9,Mysteries/Thrillers,Commuting
941,2018-10,XDG83,male,50-64,2018,2.4,Mysteries/Thrillers,Home
942,2018-10,YBK15,male,50-64,2018,4.1,History,Commuting
943,2018-10,ZIQ24,male,18-29,2018,3.6,Sci-Fi & Fantasy,Commuting
944,2018-10,OGR59,male,18-29,2018,2.6,Romance,Commuting
945,2018-10,HYE06,male,30-49,2018,2.2,Podcasts,Exercising
946,2018-10,TMB91,male,18-29,2018,2.1,Sci-Fi & Fantasy,Exercising
947,2018-10,WXF84,female,50-64,2018,1.5,Non-fiction,Home
948,2018-10,XXU25,male,18-29,2018,2.3,Mysteries/Thrillers,Home
949,2018-10,ZIK60,male,18-29,2018,0.7,Mysteries/Thrillers,Commuting
950,2018-10,GEK46,male,30-49,2018,0.7,Podcasts,Exercising
951,2018-10,MEB57,male,30-49,2018,2.1,Romance,Exercising
952,2018-10,YVH84,male,50-64,2018,3.2,Comedy,Home
953,2018-10,HCL52,male,18-29,2018,1.1,Children,Commuting
954,2018-10,FYB94,male,30-49,2018,1.1,Romance,Commuting
955,2018-10,UCO74,female,50-64,2018,1.6,Sci-Fi & Fantasy,Walking/Shopping
956,2018-10,JMF22,male,65+,2018,2.9,Podcasts,Home
957,2018-10,AXB90,female,18-29,2018,1.6,Podcasts,Walking/Shopping
958,2018-10,ROB97,male,50-64,2018,2.6,Sci-Fi & Fantasy,Home
959,2018-10,WLH11,female,18-29,2018,2.0,Mysteries/Thrillers,Exercising
960,2018-10,RVF03,female,50-64,2018,1.8,Business,Commuting
961,2018-10,DFF64,female,18-29,2018,1.6,Sci-Fi & Fantasy,Home
962,2018-10,OKZ40,female,18-29,2018,3.5,Non-fiction,Home
963,2018-10,DTX14,female,18-29,2018,3.6,Comedy,Home
964,2018-10,WOA52,male,30-49,2018,4.0,Sci-Fi & Fantasy,Commuting
965,2018-10,FYC87,male,18-29,2018,4.6,Sci-Fi & Fantasy,Walking/Shopping
966,2018-10,PIC69,male,30-49,2018,3.9,Mysteries/Thrillers,Commuting
967,2018-10,EDM80,female,30-49,2018,0.3,Mysteries/Thrillers,Commuting
968,2018-10,UCA14,male,50-64,2018,2.2,Romance,Home
969,2018-10,YRB14,female,18-29,2018,2.1,Romance,Walking/Shopping
970,2018-10,CRJ98,female,65+,2018,2.1,Romance,Walking/Shopping
971,2018-10,VGL60,male,30-49,2018,1.2,Sci-Fi & Fantasy,Home
972,2018-10,AIK78,male,50-64,2018,1.9,Sci-Fi & Fantasy,Commuting
973,2018-10,BBY21,female,50-64,2018,2.4,Mysteries/Thrillers,Commuting
974,2018-10,UUP78,male,18-29,2018,2.4,Sci-Fi & Fantasy,Commuting
975,2018-10,WGK93,female,18-29,2018,3.5,Mysteries/Thrillers,Home
976,2018-10,QWW63,female,30-49,2018,1.7,Business,Exercising
977,2018-10,RAJ76,male,30-49,2018,3.2,Sci-Fi & Fantasy,Home
978,2018-10,CSP41,female,18-29,2018,2.0,Non-fiction,Commuting
979,2018-10,PTF60,female,18-29,2018,1.4,Romance,Exercising
980,2018-10,FJU28,female,30-49,2018,2.6,History,Commuting
981,2018-10,ZEA77,male,50-64,2018,2.9,Mysteries/Thrillers,Home
982,2018-10,XRU31,male,18-29,2018,1.0,Business,Walking/Shopping
983,2018-10,ZPH80,female,18-29,2018,2.8,Comedy,Walking/Shopping
984,2018-10,BGD46,female,65+,2018,2.0,Business,Commuting
985,2018-10,NOD59,male,50-64,2018,2.3,Romance,Commuting
986,2018-10,IUQ76,female,18-29,2018,3.7,Business,Home
987,2018-10,LGC11,female,65+,2018,3.1,Romance,Home
988,2018-10,TVV83,female,18-29,2018,3.4,Business,Home
989,2018-10,RVD02,male,18-29,2018,2.2,Romance,Commuting
990,2018-10,XUD81,female,65+,2018,3.0,Sci-Fi & Fantasy,Home
991,2018-10,GEW80,male,18-29,2018,2.6,Romance,Commuting
992,2018-10,AUK56,male,50-64,2018,3.7,Sci-Fi & Fantasy,Exercising
993,2018-10,OEI57,male,18-29,2018,2.7,Podcasts,Home
994,2018-10,IAD29,female,18-29,2018,2.9,Sci-Fi & Fantasy,Commuting
995,2018-10,LMK88,male,50-64,2018,3.2,Romance,Home
996,2018-10,ERO80,male,65+,2018,3.0,Romance,Walking/Shopping
997,2018-10,PEO84,male,30-49,2018,2.8,Business,Commuting
998,2018-10,NJY80,female,18-29,2018,1.8,Podcasts,Commuting
999,2018-10,BNI06,male,18-29,2018,3.3,Mysteries/Thrillers,Walking/Shopping
1000,2018-11,BCK19,male,18-29,2018,2.6,Podcasts,Walking/Shopping
1001,2018-11,ANI81,female,18-29,2018,2.4,Romance,Commuting
1002,2018-11,IIG04,female,18-29,2018,3.1,Mysteries/Thrillers,Walking/Shopping
1003,2018-11,CPB34,male,30-49,2018,3.3,Business,Commuting
1004,2018-11,XCD70,female,30-49,2018,2.5,Podcasts,Home
1005,2018-11,XOG87,male,30-49,2018,2.8,Comedy,Commuting
1006,2018-11,IUF65,male,50-64,2018,3.2,Podcasts,Home
1007,2018-11,VIK75,male,30-49,2018,1.4,Non-fiction,Exercising
1008,2018-11,RQR84,male,18-29,2018,4.5,Sci-Fi & Fantasy,Walking/Shopping
1009,2018-11,RJA71,male,50-64,2018,1.5,Mysteries/Thrillers,Commuting
1010,2018-11,VXR13,male,30-49,2018,2.0,Sci-Fi & Fantasy,Home
1011,2018-11,KBL53,female,50-64,2018,3.4,Comedy,Exercising
1012,2018-11,ECQ03,male,30-49,2018,3.0,Mysteries/Thrillers,Exercising
1013,2018-11,FNS96,female,30-49,2018,2.0,Sci-Fi & Fantasy,Home
1014,2018-11,ZZQ24,male,30-49,2018,1.1,Mysteries/Thrillers,Commuting
1015,2018-11,EZL70,male,18-29,2018,4.1,Romance,Commuting
1016,2018-11,DFG32,female,30-49,2018,2.5,Mysteries/Thrillers,Commuting
1017,2018-11,LKC03,female,30-49,2018,2.3,Business,Walking/Shopping
1018,2018-11,CLA50,female,65+,2018,3.0,Romance,Home
1019,2018-11,SKZ24,female,30-49,2018,1.5,Podcasts,Home
1020,2018-11,TIJ69,male,30-49,2018,4.5,Business,Home
1021,2018-11,WKS63,female,30-49,2018,2.6,Mysteries/Thrillers,Commuting
1022,2018-11,GCW05,male,30-49,2018,2.2,Comedy,Walking/Shopping
1023,2018-11,NDR97,male,30-49,2018,2.8,Comedy,Home
1024,2018-11,KDZ56,male,18-29,2018,2.9,Business,Exercising
1025,2018-11,UKB16,female,30-49,2018,1.0,History,Commuting
1026,2018-11,JWT96,female,30-49,2018,1.7,Mysteries/Thrillers,Walking/Shopping
1027,2018-11,HUA58,male,50-64,2018,1.8,Sci-Fi & Fantasy,Commuting
1028,2018-11,NDN53,male,30-49,2018,3.0,Comedy,Commuting
1029,2018-11,XIH52,female,18-29,2018,3.5,Mysteries/Thrillers,Walking/Shopping
1030,2018-11,IKY01,male,18-29,2018,3.0,History,Commuting
1031,2018-11,FZX15,female,50-64,2018,2.7,Romance,Home
1032,2018-11,CII59,male,18-29,2018,1.2,Non-fiction,Commuting
1033,2018-11,VNU47,female,30-49,2018,3.1,Sci-Fi & Fantasy,Walking/Shopping
1034,2018-11,UGV54,female,18-29,2018,2.7,Mysteries/Thrillers,Commuting
1035,2018-11,KFN16,male,50-64,2018,1.7,Comedy,Commuting
1036,2018-11,XUP46,female,65+,2018,4.5,Comedy,Commuting
1037,2018-11,DBW36,female,18-29,2018,2.6,Romance,Walking/Shopping
1038,2018-11,KJU37,male,65+,2018,2.5,Sci-Fi & Fantasy,Exercising
1039,2018-11,VEZ04,female,18-29,2018,3.8,Podcasts,Exercising
1040,2018-11,NVE53,female,50-64,2018,3.1,Romance,Commuting
1041,2018-11,XDG83,male,50-64,2018,2.2,Podcasts,Walking/Shopping
1042,2018-11,YBK15,male,50-64,2018,2.4,Business,Commuting
1043,2018-11,ZIQ24,male,18-29,2018,2.1,Mysteries/Thrillers,Home
1044,2018-11,OGR59,male,18-29,2018,3.7,History,Exercising
1045,2018-11,HYE06,male,30-49,2018,1.9,Romance,Commuting
1046,2018-11,TMB91,male,18-29,2018,2.7,Podcasts,Exercising
1047,2018-11,WXF84,female,50-64,2018,4.5,Comedy,Walking/Shopping
1048,2018-11,XXU25,male,18-29,2018,3.1,Sci-Fi & Fantasy,Commuting
1049,2018-11,ZIK60,male,18-29,2018,2.7,History,Walking/Shopping
1050,2018-11,GEK46,male,30-49,2018,1.3,Non-fiction,Home
1051,2018-11,MEB57,male,30-49,2018,1.5,Mysteries/Thrillers,Exercising
1052,2018-11,YVH84,male,50-64,2018,2.6,Sci-Fi & Fantasy,Commuting
1053,2018-11,HCL52,male,18-29,2018,2.2,Business,Commuting
1054,2018-11,FYB94,male,30-49,2018,1.9,Podcasts,Home
1055,2018-11,UCO74,female,50-64,2018,1.0,Sci-Fi & Fantasy,Commuting
1056,2018-11,JMF22,male,65+,2018,2.8,Comedy,Home
1057,2018-11,AXB90,female,18-29,2018,2.2,Sci-Fi & Fantasy,Walking/Shopping
1058,2018-11,ROB97,male,50-64,2018,0.5,Podcasts,Commuting
1059,2018-11,WLH11,female,18-29,2018,3.3,Business,Commuting
1060,2018-11,RVF03,female,50-64,2018,3.6,Sci-Fi & Fantasy,Exercising
1061,2018-11,DFF64,female,18-29,2018,3.5,Sci-Fi & Fantasy,Home
1062,2018-11,OKZ40,female,18-29,2018,3.1,Podcasts,Exercising
1063,2018-11,DTX14,female,18-29,2018,2.3,Romance,Commuting
1064,2018-11,WOA52,male,30-49,2018,2.2,Non-fiction,Commuting
1065,2018-11,FYC87,male,18-29,2018,2.5,Sci-Fi & Fantasy,Home
1066,2018-11,PIC69,male,30-49,2018,3.2,Romance,Commuting
1067,2018-11,EDM80,female,30-49,2018,3.7,Business,Home
1068,2018-11,UCA14,male,50-64,2018,2.8,Romance,Exercising
1069,2018-11,YRB14,female,18-29,2018,1.5,Business,Home
1070,2018-11,CRJ98,female,65+,2018,3.0,Comedy,Commuting
1071,2018-11,VGL60,male,30-49,2018,0.6,Sci-Fi & Fantasy,Commuting
1072,2018-11,AIK78,male,50-64,2018,2.9,Mysteries/Thrillers,Commuting
1073,2018-11,BBY21,female,50-64,2018,2.2,Podcasts,Commuting
1074,2018-11,UUP78,male,18-29,2018,2.0,Mysteries/Thrillers,Home
1075,2018-11,WGK93,female,18-29,2018,4.6,Comedy,Home
1076,2018-11,QWW63,female,30-49,2018,3.0,Romance,Commuting
1077,2018-11,RAJ76,male,30-49,2018,3.9,Podcasts,Home
1078,2018-11,CSP41,female,18-29,2018,2.0,Sci-Fi & Fantasy,Commuting
1079,2018-11,PTF60,female,18-29,2018,1.9,Mysteries/Thrillers,Commuting
1080,2018-11,FJU28,female,30-49,2018,1.5,History,Commuting
1081,2018-11,ZEA77,male,50-64,2018,2.9,Podcasts,Home
1082,2018-11,XRU31,male,18-29,2018,0.1,Sci-Fi & Fantasy,Commuting
1083,2018-11,ZPH80,female,18-29,2018,1.3,Podcasts,Commuting
1084,2018-11,BGD46,female,65+,2018,2.4,Comedy,Commuting
1085,2018-11,NOD59,male,50-64,2018,1.6,Mysteries/Thrillers,Home
1086,2018-11,IUQ76,female,18-29,2018,2.7,Sci-Fi & Fantasy,Commuting
1087,2018-11,LGC11,female,65+,2018,2.8,Comedy,Home
1088,2018-11,TVV83,female,18-29,2018,2.0,Romance,Exercising
1089,2018-11,RVD02,male,18-29,2018,1.9,Mysteries/Thrillers,Walking/Shopping
1090,2018-11,XUD81,female,65+,2018,4.2,Business,Commuting
1091,2018-11,GEW80,male,18-29,2018,1.7,Business,Commuting
1092,2018-11,AUK56,male,50-64,2018,3.1,Mysteries/Thrillers,Commuting
1093,2018-11,OEI57,male,18-29,2018,0.8,Comedy,Commuting
1094,2018-11,IAD29,female,18-29,2018,3.2,Mysteries/Thrillers,Home
1095,2018-11,LMK88,male,50-64,2018,2.7,History,Home
1096,2018-11,ERO80,male,65+,2018,2.5,Mysteries/Thrillers,Commuting
1097,2018-11,PEO84,male,30-49,2018,3.8,Mysteries/Thrillers,Exercising
1098,2018-11,NJY80,female,18-29,2018,0.4,Romance,Home
1099,2018-11,BNI06,male,18-29,2018,3.7,Podcasts,Home
1100,2018-12,BCK19,male,18-29,2018,2.8,Mysteries/Thrillers,Commuting
1101,2018-12,ANI81,female,18-29,2018,1.8,Comedy,Home
1102,2018-12,IIG04,female,18-29,2018,3.4,Podcasts,Exercising
1103,2018-12,CPB34,male,30-49,2018,1.7,Children,Home
1104,2018-12,XCD70,female,30-49,2018,1.3,Comedy,Commuting
1105,2018-12,XOG87,male,30-49,2018,1.9,Non-fiction,Exercising
1106,2018-12,IUF65,male,50-64,2018,3.1,History,Walking/Shopping
1107,2018-12,VIK75,male,30-49,2018,2.0,Romance,Home
1108,2018-12,RQR84,male,18-29,2018,1.0,Podcasts,Home
1109,2018-12,RJA71,male,50-64,2018,5.0,Business,Home
1110,2018-12,VXR13,male,30-49,2018,1.4,Mysteries/Thrillers,Exercising
1111,2018-12,KBL53,female,50-64,2018,2.9,Romance,Commuting
1112,2018-12,ECQ03,male,30-49,2018,0.9,Business,Walking/Shopping
1113,2018-12,FNS96,female,30-49,2018,2.9,Sci-Fi & Fantasy,Commuting
1114,2018-12,ZZQ24,male,30-49,2018,0.6,Romance,Exercising
1115,2018-12,EZL70,male,18-29,2018,4.0,Mysteries/Thrillers,Exercising
1116,2018-12,DFG32,female,30-49,2018,1.0,Romance,Commuting
1117,2018-12,LKC03,female,30-49,2018,2.0,Mysteries/Thrillers,Walking/Shopping
1118,2018-12,CLA50,female,65+,2018,2.1,Sci-Fi & Fantasy,Exercising
1119,2018-12,SKZ24,female,30-49,2018,2.6,Mysteries/Thrillers,Walking/Shopping
1120,2018-12,TIJ69,male,30-49,2018,2.9,Romance,Walking/Shopping
1121,2018-12,WKS63,female,30-49,2018,3.2,Mysteries/Thrillers,Commuting
1122,2018-12,GCW05,male,30-49,2018,2.6,Comedy,Home
1123,2018-12,NDR97,male,30-49,2018,1.4,Non-fiction,Commuting
1124,2018-12,KDZ56,male,18-29,2018,2.2,Romance,Commuting
1125,2018-12,UKB16,female,30-49,2018,2.4,Mysteries/Thrillers,Home
1126,2018-12,JWT96,female,30-49,2018,1.9,Comedy,Walking/Shopping
1127,2018-12,HUA58,male,50-64,2018,2.3,Mysteries/Thrillers,Exercising
1128,2018-12,NDN53,male,30-49,2018,2.7,Podcasts,Home
1129,2018-12,XIH52,female,18-29,2018,1.9,Sci-Fi & Fantasy,Home
1130,2018-12,IKY01,male,18-29,2018,2.4,Romance,Commuting
1131,2018-12,FZX15,female,50-64,2018,3.7,Sci-Fi & Fantasy,Commuting
1132,2018-12,CII59,male,18-29,2018,2.1,Sci-Fi & Fantasy,Commuting
1133,2018-12,VNU47,female,30-49,2018,2.5,Podcasts,Commuting
1134,2018-12,UGV54,female,18-29,2018,4.1,Non-fiction,Home
1135,2018-12,KFN16,male,50-64,2018,1.9,Mysteries/Thrillers,Home
1136,2018-12,XUP46,female,65+,2018,1.6,Comedy,Home
1137,2018-12,DBW36,female,18-29,2018,3.5,Sci-Fi & Fantasy,Commuting
1138,2018-12,KJU37,male,65+,2018,2.1,Romance,Commuting
1139,2018-12,VEZ04,female,18-29,2018,2.9,Business,Home
1140,2018-12,NVE53,female,50-64,2018,2.8,Sci-Fi & Fantasy,Home
1141,2018-12,XDG83,male,50-64,2018,2.3,Romance,Home
1142,2018-12,YBK15,male,50-64,2018,3.8,Podcasts,Exercising
1143,2018-12,ZIQ24,male,18-29,2018,0.9,Romance,Walking/Shopping
1144,2018-12,OGR59,male,18-29,2018,1.2,Romance,Exercising
1145,2018-12,HYE06,male,30-49,2018,2.8,Business,Commuting
1146,2018-12,TMB91,male,18-29,2018,1.9,Sci-Fi & Fantasy,Home
1147,2018-12,WXF84,female,50-64,2018,1.8,Business,Exercising
1148,2018-12,XXU25,male,18-29,2018,2.3,Mysteries/Thrillers,Home
1149,2018-12,ZIK60,male,18-29,2018,2.2,Business,Commuting
1150,2018-12,GEK46,male,30-49,2018,2.8,Podcasts,Commuting
1151,2018-12,MEB57,male,30-49,2018,3.7,History,Home
1152,2018-12,YVH84,male,50-64,2018,1.7,Non-fiction,Home
1153,2018-12,HCL52,male,18-29,2018,4.2,Sci-Fi & Fantasy,Walking/Shopping
1154,2018-12,FYB94,male,30-49,2018,1.8,Romance,Exercising
1155,2018-12,UCO74,female,50-64,2018,4.5,Mysteries/Thrillers,Home
1156,2018-12,JMF22,male,65+,2018,1.1,Mysteries/Thrillers,Walking/Shopping
1157,2018-12,AXB90,female,18-29,2018,1.4,Romance,Walking/Shopping
1158,2018-12,ROB97,male,50-64,2018,1.6,Mysteries/Thrillers,Walking/Shopping
1159,2018-12,WLH11,female,18-29,2018,2.4,Non-fiction,Commuting
1160,2018-12,RVF03,female,50-64,2018,2.7,Romance,Commuting
1161,2018-12,DFF64,female,18-29,2018,0.9,Mysteries/Thrillers,Commuting
1162,2018-12,OKZ40,female,18-29,2018,1.8,Romance,Commuting
1163,2018-12,DTX14,female,18-29,2018,3.1,Podcasts,Walking/Shopping
1164,2018-12,WOA52,male,30-49,2018,2.4,Sci-Fi & Fantasy,Home
1165,2018-12,FYC87,male,18-29,2018,3.7,Comedy,Walking/Shopping
1166,2018-12,PIC69,male,30-49,2018,3.1,Non-fiction,Home
1167,2018-12,EDM80,female,30-49,2018,4.2,Comedy,Commuting
1168,2018-12,UCA14,male,50-64,2018,2.8,Sci-Fi & Fantasy,Commuting
1169,2018-12,YRB14,female,18-29,2018,2.4,Comedy,Commuting
1170,2018-12,CRJ98,female,65+,2018,3.2,Romance,Commuting
1171,2018-12,VGL60,male,30-49,2018,3.3,Mysteries/Thrillers,Commuting
1172,2018-12,AIK78,male,50-64,2018,3.0,Sci-Fi & Fantasy,Home
1173,2018-12,BBY21,female,50-64,2018,2.2,Romance,Exercising
1174,2018-12,UUP78,male,18-29,2018,1.3,Podcasts,Home
1175,2018-12,WGK93,female,18-29,2018,4.1,Romance,Commuting
1176,2018-12,QWW63,female,30-49,2018,2.3,Romance,Commuting
1177,2018-12,RAJ76,male,30-49,2018,3.6,Romance,Exercising
1178,2018-12,CSP41,female,18-29,2018,0.9,Sci-Fi & Fantasy,Exercising
1179,2018-12,PTF60,female,18-29,2018,2.3,Podcasts,Commuting
1180,2018-12,FJU28,female,30-49,2018,1.8,History,Walking/Shopping
1181,2018-12,ZEA77,male,50-64,2018,1.5,Podcasts,Commuting
1182,2018-12,XRU31,male,18-29,2018,1.3,Sci-Fi & Fantasy,Commuting
1183,2018-12,ZPH80,female,18-29,2018,1.5,Romance,Commuting
1184,2018-12,BGD46,female,65+,2018,0.6,Romance,Walking/Shopping
1185,2018-12,NOD59,male,50-64,2018,1.8,Non-fiction,Commuting
1186,2018-12,IUQ76,female,18-29,2018,2.0,Sci-Fi & Fantasy,Commuting
1187,2018-12,LGC11,female,65+,2018,0.8,Non-fiction,Walking/Shopping
1188,2018-12,TVV83,female,18-29,2018,2.9,Comedy,Commuting
1189,2018-12,RVD02,male,18-29,2018,2.3,Mysteries/Thrillers,Commuting
1190,2018-12,XUD81,female,65+,2018,1.8,Romance,Commuting
1191,2018-12,GEW80,male,18-29,2018,1.1,Comedy,Walking/Shopping
1192,2018-12,AUK56,male,50-64,2018,3.5,Sci-Fi & Fantasy,Commuting
1193,2018-12,OEI57,male,18-29,2018,3.6,Non-fiction,Home
1194,2018-12,IAD29,female,18-29,2018,4.2,Comedy,Exercising
1195,2018-12,LMK88,male,50-64,2018,2.1,Comedy,Home
1196,2018-12,ERO80,male,65+,2018,1.1,Non-fiction,Home
1197,2018-12,PEO84,male,30-49,2018,1.5,Podcasts,Commuting
1198,2018-12,NJY80,female,18-29,2018,2.0,Mysteries/Thrillers,Exercising
1199,2018-12,BNI06,male,18-29,2018,3.5,Romance,Commuting
1200,2019-01,BCK19,male,18-29,2019,4.3,Romance,Commuting
1201,2019-01,ANI81,female,18-29,2019,5.4,Podcasts,Commuting
1202,2019-01,IIG04,female,18-29,2019,3.8,Mysteries/Thrillers,Exercising
1203,2019-01,CPB34,male,30-49,2019,2.8,Podcasts,Commuting
1204,2019-01,XCD70,female,30-49,2019,6.2,Romance,Exercising
1205,2019-01,XOG87,male,30-49,2019,4.8,Romance,Commuting
1206,2019-01,IUF65,male,50-64,2019,4.4,Sci-Fi & Fantasy,Exercising
1207,2019-01,VIK75,male,30-49,2019,2.9,Mysteries/Thrillers,Home
1208,2019-01,RQR84,male,18-29,2019,4.2,Mysteries/Thrillers,Home
1209,2019-01,RJA71,male,50-64,2019,4.0,Comedy,Home
1210,2019-01,VXR13,male,30-49,2019,4.1,Comedy,Home
1211,2019-01,KBL53,female,50-64,2019,2.0,Non-fiction,Home
1212,2019-01,ECQ03,male,30-49,2019,5.5,Non-fiction,Home
1213,2019-01,FNS96,female,30-49,2019,1.0,Romance,Commuting
1214,2019-01,ZZQ24,male,30-49,2019,3.7,Romance,Commuting
1215,2019-01,EZL70,male,18-29,2019,2.0,Mysteries/Thrillers,Home
1216,2019-01,DFG32,female,30-49,2019,5.2,Sci-Fi & Fantasy,Home
1217,2019-01,LKC03,female,30-49,2019,2.2,History,Home
1218,2019-01,CLA50,female,65+,2019,2.9,Mysteries/Thrillers,Walking/Shopping
1219,2019-01,SKZ24,female,30-49,2019,1.8,Business,Home
1220,2019-01,TIJ69,male,30-49,2019,1.9,Sci-Fi & Fantasy,Exercising
1221,2019-01,WKS63,female,30-49,2019,5.1,Business,Commuting
1222,2019-01,GCW05,male,30-49,2019,0.7,Mysteries/Thrillers,Commuting
1223,2019-01,NDR97,male,30-49,2019,2.8,Mysteries/Thrillers,Commuting
1224,2019-01,KDZ56,male,18-29,2019,3.9,Mysteries/Thrillers,Home
1225,2019-01,UKB16,female,30-49,2019,4.5,Comedy,Walking/Shopping
1226,2019-01,JWT96,female,30-49,2019,5.8,History,Commuting
1227,2019-01,HUA58,male,50-64,2019,1.2,Business,Exercising
1228,2019-01,NDN53,male,30-49,2019,5.2,Romance,Commuting
1229,2019-01,XIH52,female,18-29,2019,0.6,Comedy,Home
1230,2019-01,IKY01,male,18-29,2019,4.9,Children,Commuting
1231,2019-01,FZX15,female,50-64,2019,3.2,Non-fiction,Exercising
1232,2019-01,CII59,male,18-29,2019,4.2,Romance,Commuting
1233,2019-01,VNU47,female,30-49,2019,0.5,Comedy,Home
1234,2019-01,UGV54,female,18-29,2019,4.2,Podcasts,Exercising
1235,2019-01,KFN16,male,50-64,2019,0.6,Non-fiction,Commuting
1236,2019-01,XUP46,female,65+,2019,0.6,Non-fiction,Home
1237,2019-01,DBW36,female,18-29,2019,3.7,Sci-Fi & Fantasy,Exercising
1238,2019-01,KJU37,male,65+,2019,2.5,Sci-Fi & Fantasy,Commuting
1239,2019-01,VEZ04,female,18-29,2019,0.8,Sci-Fi & Fantasy,Walking/Shopping
1240,2019-01,NVE53,female,50-64,2019,3.8,Sci-Fi & Fantasy,Home
1241,2019-01,XDG83,male,50-64,2019,3.2,Comedy,Exercising
1242,2019-01,YBK15,male,50-64,2019,2.2,Mysteries/Thrillers,Commuting
1243,2019-01,ZIQ24,male,18-29,2019,5.0,Sci-Fi & Fantasy,Commuting
1244,2019-01,OGR59,male,18-29,2019,3.9,Podcasts,Home
1245,2019-01,HYE06,male,30-49,2019,2.1,Mysteries/Thrillers,Home
1246,2019-01,TMB91,male,18-29,2019,1.9,Mysteries/Thrillers,Home
1247,2019-01,WXF84,female,50-64,2019,3.6,Romance,Commuting
1248,2019-01,XXU25,male,18-29,2019,4.3,Sci-Fi & Fantasy,Home
1249,2019-01,ZIK60,male,18-29,2019,1.0,Mysteries/Thrillers,Home
1250,2019-01,GEK46,male,30-49,2019,4.4,Romance,Commuting
1251,2019-01,MEB57,male,30-49,2019,2.4,Sci-Fi & Fantasy,Home
1252,2019-01,YVH84,male,50-64,2019,4.5,Sci-Fi & Fantasy,Walking/Shopping
1253,2019-01,HCL52,male,18-29,2019,4.4,Sci-Fi & Fantasy,Commuting
1254,2019-01,FYB94,male,30-49,2019,4.5,Comedy,Commuting
1255,2019-01,UCO74,female,50-64,2019,3.9,Podcasts,Walking/Shopping
1256,2019-01,JMF22,male,65+,2019,5.0,Romance,Home
1257,2019-01,AXB90,female,18-29,2019,4.5,Comedy,Commuting
1258,2019-01,ROB97,male,50-64,2019,3.9,Comedy,Exercising
1259,2019-01,WLH11,female,18-29,2019,3.1,History,Home
1260,2019-01,RVF03,female,50-64,2019,2.5,Podcasts,Exercising
1261,2019-01,DFF64,female,18-29,2019,2.0,Children,Exercising
1262,2019-01,OKZ40,female,18-29,2019,4.2,Comedy,Walking/Shopping
1263,2019-01,DTX14,female,18-29,2019,2.8,Mysteries/Thrillers,Home
1264,2019-01,WOA52,male,30-49,2019,0.7,Non-fiction,Walking/Shopping
1265,2019-01,FYC87,male,18-29,2019,3.5,Mysteries/Thrillers,Commuting
1266,2019-01,PIC69,male,30-49,2019,2.6,Podcasts,Home
1267,2019-01,EDM80,female,30-49,2019,5.9,Podcasts,Walking/Shopping
1268,2019-01,UCA14,male,50-64,2019,1.7,Sci-Fi & Fantasy,Walking/Shopping
1269,2019-01,YRB14,female,18-29,2019,2.9,Podcasts,Commuting
1270,2019-01,CRJ98,female,65+,2019,2.3,Romance,Home
1271,2019-01,VGL60,male,30-49,2019,1.9,Sci-Fi & Fantasy,Walking/Shopping
1272,2019-01,AIK78,male,50-64,2019,3.7,Sci-Fi & Fantasy,Home
1273,2019-01,BBY21,female,50-64,2019,2.5,Sci-Fi & Fantasy,Home
1274,2019-01,UUP78,male,18-29,2019,4.2,Podcasts,Walking/Shopping
1275,2019-01,WGK93,female,18-29,2019,4.8,Mysteries/Thrillers,Commuting
1276,2019-01,QWW63,female,30-49,2019,3.2,Romance,Exercising
1277,2019-01,RAJ76,male,30-49,2019,3.2,Business,Exercising
1278,2019-01,CSP41,female,18-29,2019,1.9,Business,Commuting
1279,2019-01,PTF60,female,18-29,2019,2.6,Mysteries/Thrillers,Exercising
1280,2019-01,FJU28,female,30-49,2019,4.0,Mysteries/Thrillers,Exercising
1281,2019-01,ZEA77,male,50-64,2019,3.9,Comedy,Home
1282,2019-01,XRU31,male,18-29,2019,3.4,Mysteries/Thrillers,Commuting
1283,2019-01,ZPH80,female,18-29,2019,2.8,Comedy,Home
1284,2019-01,BGD46,female,65+,2019,4.6,Mysteries/Thrillers,Home
1285,2019-01,NOD59,male,50-64,2019,4.3,Business,Home
1286,2019-01,IUQ76,female,18-29,2019,2.4,Podcasts,Commuting
1287,2019-01,LGC11,female,65+,2019,2.2,Romance,Home
1288,2019-01,TVV83,female,18-29,2019,3.6,Children,Home
1289,2019-01,RVD02,male,18-29,2019,3.9,History,Home
1290,2019-01,XUD81,female,65+,2019,3.3,History,Commuting
1291,2019-01,GEW80,male,18-29,2019,4.7,History,Commuting
1292,2019-01,AUK56,male,50-64,2019,2.4,Sci-Fi & Fantasy,Commuting
1293,2019-01,OEI57,male,18-29,2019,6.0,History,Home
1294,2019-01,IAD29,female,18-29,2019,6.9,Sci-Fi & Fantasy,Home
1295,2019-01,LMK88,male,50-64,2019,2.4,Mysteries/Thrillers,Commuting
