,date,uid,gender,age_group,year,books_read
847,2018-09,WXF84,female,50-64,2018,2.75890272032938
848,2018-09,XXU25,male,18-29,2018,1.849490674120846
849,2018-09,ZIK60,male,18-29,2018,0.9527114373187526
850,2018-09,GEK46,male,30-49,2018,0.8946566284989212
851,2018-09,MEB57,male,30-49,2018,1.469723491197141
852,2018-09,YVH84,male,50-64,2018,0.9556813870934555
853,2018-09,HCL52,male,18-29,2018,1.6226518055823524
854,2018-09,FYB94,male,30-49,2018,3.135485739113757
855,2018-09,UCO74,female,50-64,2018,2.7152366056040678
856,2018-09,JMF22,male,65+,2018,2.976326553835344
857,2018-09,AXB90,female,18-29,2018,4.345830290190641
858,2018-09,ROB97,male,50-64,2018,3.0468676796502003
859,2018-09,WLH11,female,18-29,2018,1.3047538767300335
860,2018-09,RVF03,female,50-64,2018,3.5756560825102026
861,2018-09,DFF64,female,18-29,2018,1.9187994025794122
862,2018-09,OKZ40,female,18-29,2018,0.9277818759530065
863,2018-09,DTX14,female,18-29,2018,1.6455228502133914
864,2018-09,WOA52,male,30-49,2018,2.6064739107428636
865,2018-09,FYC87,male,18-29,2018,2.2377158109481377
866,2018-09,PIC69,male,30-49,2018,1.5781955583635467
867,2018-09,EDM80,female,30-49,2018,2.324524612843166
868,2018-09,UCA14,male,50-64,2018,1.5786183794722088
869,2018-09,YRB14,female,18-29,2018,3.775732492950108
870,2018-09,CRJ98,female,65+,2018,3.25447903051647
871,2018-09,VGL60,male,30-49,2018,0.9606901325707102
872,2018-09,AIK78,male,50-64,2018,2.942113032291447
873,2018-09,BBY21,female,50-64,2018,2.612873925842353
874,2018-09,UUP78,male,18-29,2018,1.411512619526456
875,2018-09,WGK93,female,18-29,2018,1.1822201535978833
876,2018-09,QWW63,female,30-49,2018,1.1882694480404146
877,2018-09,RAJ76,male,30-49,2018,0.798293469406399
878,2018-09,CSP41,female,18-29,2018,2.0952556396697024
879,2018-09,PTF60,female,18-29,2018,3.215287878926657
880,2018-09,FJU28,female,30-49,2018,1.1337584545978932
881,2018-09,ZEA77,male,50-64,2018,2.8077556017099217
882,2018-09,XRU31,male,18-29,2018,2.6596347000223446
883,2018-09,ZPH80,female,18-29,2018,2.9425050921054874
884,2018-09,BGD46,female,65+,2018,2.5082773629869886
885,2018-09,NOD59,male,50-64,2018,1.8404442932685308
886,2018-09,IUQ76,female,18-29,2018,1.1896352043189085
887,2018-09,LGC11,female,65+,2018,2.3133786317843383
888,2018-09,TVV83,female,18-29,2018,1.08112851949978
889,2018-09,RVD02,male,18-29,2018,2.2220583703504904
890,2018-09,XUD81,female,65+,2018,2.33289011528445
891,2018-09,GEW80,male,18-29,2018,1.3890482364884424
892,2018-09,AUK56,male,50-64,2018,1.9321241844679082
893,2018-09,OEI57,male,18-29,2018,2.287567984840088
894,2018-09,IAD29,female,18-29,2018,3.315435538730723
895,2018-09,LMK88,male,50-64,2018,4.174357844150357
896,2018-09,ERO80,male,65+,2018,3.063108895698701
897,2018-09,PEO84,male,30-49,2018,1.3240496984333898
898,2018-09,NJY80,female,18-29,2018,2.309175699035372
899,2018-09,BNI06,male,18-29,2018,1.8036256460882043
900,2018-10,BCK19,male,18-29,2018,1.162913257630141
901,2018-10,ANI81,female,18-29,2018,2.995866969431589
902,2018-10,IIG04,female,18-29,2018,1.7625891750211304
903,2018-10,CPB34,male,30-49,2018,3.0254243845944497
904,2018-10,XCD70,female,30-49,2018,2.6556888634818674
905,2018-10,XOG87,male,30-49,2018,0.5278801068154111
906,2018-10,IUF65,male,50-64,2018,1.0125146631322233
907,2018-10,VIK75,male,30-49,2018,2.190148225649729
908,2018-10,RQR84,male,18-29,2018,2.937056811218211
909,2018-10,RJA71,male,50-64,2018,2.861184627738531
910,2018-10,VXR13,male,30-49,2018,3.1144063637795463
911,2018-10,KBL53,female,50-64,2018,2.877153494553406
912,2018-10,ECQ03,male,30-49,2018,1.6299676673973007
913,2018-10,FNS96,female,30-49,2018,1.2426993412750238
914,2018-10,ZZQ24,male,30-49,2018,2.6406499002278614
915,2018-10,EZL70,male,18-29,2018,0.6322473699926761
916,2018-10,DFG32,female,30-49,2018,2.2962112378896338
917,2018-10,LKC03,female,30-49,2018,1.8779577102802552
918,2018-10,CLA50,female,65+,2018,1.4707905796168337
919,2018-10,SKZ24,female,30-49,2018,0.21506809962786155
920,2018-10,TIJ69,male,30-49,2018,1.5852624166489633
921,2018-10,WKS63,female,30-49,2018,1.7112730923527646
922,2018-10,GCW05,male,30-49,2018,3.1838308347213413
923,2018-10,NDR97,male,30-49,2018,0.8573983015745354
924,2018-10,KDZ56,male,18-29,2018,2.5348138518489187
925,2018-10,UKB16,female,30-49,2018,3.719677771699587
926,2018-10,JWT96,female,30-49,2018,1.2949377575898757
927,2018-10,HUA58,male,50-64,2018,2.798690796582331
928,2018-10,NDN53,male,30-49,2018,4.277561467739393
929,2018-10,XIH52,female,18-29,2018,2.75857098150855
930,2018-10,IKY01,male,18-29,2018,1.9722113498595628
931,2018-10,FZX15,female,50-64,2018,1.9676092263035099
932,2018-10,CII59,male,18-29,2018,1.2190956724302628
933,2018-10,VNU47,female,30-49,2018,1.497064272923876
934,2018-10,UGV54,female,18-29,2018,2.3033422973560103
935,2018-10,KFN16,male,50-64,2018,2.3923900645295406
936,2018-10,XUP46,female,65+,2018,3.063397904854872
937,2018-10,DBW36,female,18-29,2018,3.811961768352988
938,2018-10,KJU37,male,65+,2018,2.812932077569217
939,2018-10,VEZ04,female,18-29,2018,2.2065803124400607
940,2018-10,NVE53,female,50-64,2018,2.01134731470084
941,2018-10,XDG83,male,50-64,2018,2.792176528209444
942,2018-10,YBK15,male,50-64,2018,2.6220571203738974
943,2018-10,ZIQ24,male,18-29,2018,2.157378534971572
944,2018-10,OGR59,male,18-29,2018,1.1727675336204308
945,2018-10,HYE06,male,30-49,2018,2.0989846868989614
946,2018-10,TMB91,male,18-29,2018,1.6781768824410306
947,2018-10,WXF84,female,50-64,2018,2.0533675129748317
948,2018-10,XXU25,male,18-29,2018,2.4008911897704945
949,2018-10,ZIK60,male,18-29,2018,0.9952907834820992
950,2018-10,GEK46,male,30-49,2018,2.950538907041997
951,2018-10,MEB57,male,30-49,2018,0.255905595504081
952,2018-10,YVH84,male,50-64,2018,2.6741222800727202
953,2018-10,HCL52,male,18-29,2018,1.8262189767043737
954,2018-10,FYB94,male,30-49,2018,2.3654938324074037
955,2018-10,UCO74,female,50-64,2018,1.3204501659135455
956,2018-10,JMF22,male,65+,2018,1.788219064101102
957,2018-10,AXB90,female,18-29,2018,3.451068375153767
958,2018-10,ROB97,male,50-64,2018,3.444876320839377
959,2018-10,WLH11,female,18-29,2018,1.723146652921835
960,2018-10,RVF03,female,50-64,2018,1.61331849558742
961,2018-10,DFF64,female,18-29,2018,3.5990126494224874
962,2018-10,OKZ40,female,18-29,2018,1.3006678863848693
963,2018-10,DTX14,female,18-29,2018,1.338602908844633
964,2018-10,WOA52,male,30-49,2018,2.676386643679609
965,2018-10,FYC87,male,18-29,2018,3.1727662884912267
966,2018-10,PIC69,male,30-49,2018,1.7677338662302264
967,2018-10,EDM80,female,30-49,2018,0.5673253047905056
968,2018-10,UCA14,male,50-64,2018,0.5754492400247506
969,2018-10,YRB14,female,18-29,2018,2.9609986429554294
970,2018-10,CRJ98,female,65+,2018,1.660092901240016
971,2018-10,VGL60,male,30-49,2018,1.2418956587870023
972,2018-10,AIK78,male,50-64,2018,1.9119992266467956
973,2018-10,BBY21,female,50-64,2018,1.1123762820880763
974,2018-10,UUP78,male,18-29,2018,2.1240364165758403
975,2018-10,WGK93,female,18-29,2018,2.9489319446839186
976,2018-10,QWW63,female,30-49,2018,2.3252825330815843
977,2018-10,RAJ76,male,30-49,2018,1.1903157670333393
978,2018-10,CSP41,female,18-29,2018,1.4900895676286723
979,2018-10,PTF60,female,18-29,2018,2.614255840916207
980,2018-10,FJU28,female,30-49,2018,0.5771002603994433
981,2018-10,ZEA77,male,50-64,2018,0.7878311573334891
982,2018-10,XRU31,male,18-29,2018,1.6040743323982274
983,2018-10,ZPH80,female,18-29,2018,1.335076862296752
984,2018-10,BGD46,female,65+,2018,2.9469561511438327
985,2018-10,NOD59,male,50-64,2018,2.943819004107917
986,2018-10,IUQ76,female,18-29,2018,1.363110071938448
987,2018-10,LGC11,female,65+,2018,2.1080266937916936
988,2018-10,TVV83,female,18-29,2018,1.9775014841968912
989,2018-10,RVD02,male,18-29,2018,0.8578463128430203
990,2018-10,XUD81,female,65+,2018,0.057177262039845855
991,2018-10,GEW80,male,18-29,2018,0.759870936380552
992,2018-10,AUK56,male,50-64,2018,1.7443187481808415
993,2018-10,OEI57,male,18-29,2018,2.2943204679871423
994,2018-10,IAD29,female,18-29,2018,2.886646979417163
995,2018-10,LMK88,male,50-64,2018,2.1510672618063795
996,2018-10,ERO80,male,65+,2018,1.80651432016497
997,2018-10,PEO84,male,30-49,2018,0.5591675465889812
998,2018-10,NJY80,female,18-29,2018,1.3463438710907856
999,2018-10,BNI06,male,18-29,2018,0.759501997582098
1000,2018-11,BCK19,male,18-29,2018,3.5950651889425695
1001,2018-11,ANI81,female,18-29,2018,1.9675658781762142
1002,2018-11,IIG04,female,18-29,2018,2.6125178584788693
1003,2018-11,CPB34,male,30-49,2018,3.0612983936880553
1004,2018-11,XCD70,female,30-49,2018,3.274907452328446
1005,2018-11,XOG87,male,30-49,2018,3.834183596732967
1006,2018-11,IUF65,male,50-64,2018,1.4435850857759887
1007,2018-11,VIK75,male,30-49,2018,1.0388089344948133
1008,2018-11,RQR84,male,18-29,2018,0.739737001518447
1009,2018-11,RJA71,male,50-64,2018,3.131611112389244
1010,2018-11,VXR13,male,30-49,2018,3.6097866539773937
1011,2018-11,KBL53,female,50-64,2018,1.8801337121567858
1012,2018-11,ECQ03,male,30-49,2018,4.526480715724382
1013,2018-11,FNS96,female,30-49,2018,1.1146135325344089
1014,2018-11,ZZQ24,male,30-49,2018,0.09088629874786824
1015,2018-11,EZL70,male,18-29,2018,2.222268750548141
1016,2018-11,DFG32,female,30-49,2018,1.7786647179509367
1017,2018-11,LKC03,female,30-49,2018,0.9957007635520101
1018,2018-11,CLA50,female,65+,2018,2.538567363427033
1019,2018-11,SKZ24,female,30-49,2018,0.6918516057003361
1020,2018-11,TIJ69,male,30-49,2018,0.9346980354630288
1021,2018-11,WKS63,female,30-49,2018,1.3866931349843394
1022,2018-11,GCW05,male,30-49,2018,0.09593166878830939
1023,2018-11,NDR97,male,30-49,2018,0.47814657263023097
1024,2018-11,KDZ56,male,18-29,2018,2.782978268494878
1025,2018-11,UKB16,female,30-49,2018,1.9482049432632356
1026,2018-11,JWT96,female,30-49,2018,1.230047276167523
1027,2018-11,HUA58,male,50-64,2018,2.003280495835777
1028,2018-11,NDN53,male,30-49,2018,2.700438006980474
1029,2018-11,XIH52,female,18-29,2018,1.9456611848870042
1030,2018-11,IKY01,male,18-29,2018,1.7840917102533753
1031,2018-11,FZX15,female,50-64,2018,0.6700234039122874
1032,2018-11,CII59,male,18-29,2018,2.258592525212739
1033,2018-11,VNU47,female,30-49,2018,2.3632258176418333
1034,2018-11,UGV54,female,18-29,2018,2.9660808920266675
1035,2018-11,KFN16,male,50-64,2018,2.0807063690024634
1036,2018-11,XUP46,female,65+,2018,3.3775923744290957
1037,2018-11,DBW36,female,18-29,2018,2.711751000367393
1038,2018-11,KJU37,male,65+,2018,1.1796121942384297
1039,2018-11,VEZ04,female,18-29,2018,2.404895728027321
1040,2018-11,NVE53,female,50-64,2018,2.274124956798282
1041,2018-11,XDG83,male,50-64,2018,2.6045723313814184
1042,2018-11,YBK15,male,50-64,2018,0.7841350813708896
1043,2018-11,ZIQ24,male,18-29,2018,2.00327564755983
1044,2018-11,OGR59,male,18-29,2018,1.2199819420702054
1045,2018-11,HYE06,male,30-49,2018,1.3603458966765056
1046,2018-11,TMB91,male,18-29,2018,1.0387701000976635
1047,2018-11,WXF84,female,50-64,2018,2.418612361050175
1048,2018-11,XXU25,male,18-29,2018,2.792043106102544
1049,2018-11,ZIK60,male,18-29,2018,2.4387526890894744
1050,2018-11,GEK46,male,30-49,2018,0.9309678953742344
1051,2018-11,MEB57,male,30-49,2018,1.259290380511663
1052,2018-11,YVH84,male,50-64,2018,1.1986697407682994
1053,2018-11,HCL52,male,18-29,2018,1.7449832952530198
1054,2018-11,FYB94,male,30-49,2018,3.2539812228701144
1055,2018-11,UCO74,female,50-64,2018,2.2994742707505043
1056,2018-11,JMF22,male,65+,2018,3.939897861503338
1057,2018-11,AXB90,female,18-29,2018,3.789566786403489
1058,2018-11,ROB97,male,50-64,2018,1.8498669577578382
1059,2018-11,WLH11,female,18-29,2018,2.2389636826665478
1060,2018-11,RVF03,female,50-64,2018,1.482397629933323
1061,2018-11,DFF64,female,18-29,2018,1.1781289441450027
1062,2018-11,OKZ40,female,18-29,2018,1.2862174623535814
1063,2018-11,DTX14,female,18-29,2018,2.34095622632934
1064,2018-11,WOA52,male,30-49,2018,0.10558939111464238
1065,2018-11,FYC87,male,18-29,2018,1.8635829793126066
1066,2018-11,PIC69,male,30-49,2018,0.3880674669923987
1067,2018-11,EDM80,female,30-49,2018,1.3730330836303775
1068,2018-11,UCA14,male,50-64,2018,4.107046435502646
1069,2018-11,YRB14,female,18-29,2018,3.124498319144699
1070,2018-11,CRJ98,female,65+,2018,2.7834804105859448
1071,2018-11,VGL60,male,30-49,2018,2.1887177468052177
1072,2018-11,AIK78,male,50-64,2018,1.0977753366913612
1073,2018-11,BBY21,female,50-64,2018,0.9957444530975552
1074,2018-11,UUP78,male,18-29,2018,1.6395066762686767
1075,2018-11,WGK93,female,18-29,2018,2.28959386663917
1076,2018-11,QWW63,female,30-49,2018,3.210661875455697
1077,2018-11,RAJ76,male,30-49,2018,0.9972807155096288
1078,2018-11,CSP41,female,18-29,2018,2.672052188082977
1079,2018-11,PTF60,female,18-29,2018,0.7673880775972377
1080,2018-11,FJU28,female,30-49,2018,1.8570213851975539
1081,2018-11,ZEA77,male,50-64,2018,0.5485888223327835
1082,2018-11,XRU31,male,18-29,2018,1.6164932779803471
1083,2018-11,ZPH80,female,18-29,2018,3.4485625138822713
1084,2018-11,BGD46,female,65+,2018,2.430958882438236
1085,2018-11,NOD59,male,50-64,2018,1.9464010336750164
1086,2018-11,IUQ76,female,18-29,2018,0.7785874344894288
1087,2018-11,LGC11,female,65+,2018,3.3389250842561355
1088,2018-11,TVV83,female,18-29,2018,2.426221609806727
1089,2018-11,RVD02,male,18-29,2018,2.26668246766673
1090,2018-11,XUD81,female,65+,2018,0.5526387352492514
1091,2018-11,GEW80,male,18-29,2018,1.06626510368692
1092,2018-11,AUK56,male,50-64,2018,1.9620436124633347
1093,2018-11,OEI57,male,18-29,2018,2.3589888409487987
1094,2018-11,IAD29,female,18-29,2018,1.7266459226222755
1095,2018-11,LMK88,male,50-64,2018,1.9159964321981071
1096,2018-11,ERO80,male,65+,2018,2.397949064093831
1097,2018-11,PEO84,male,30-49,2018,0.6482771388416919
1098,2018-11,NJY80,female,18-29,2018,1.886291481982002
1099,2018-11,BNI06,male,18-29,2018,2.6276737105839723
1100,2018-12,BCK19,male,18-29,2018,1.4385967086682256
1101,2018-12,ANI81,female,18-29,2018,1.885126836371733
1102,2018-12,IIG04,female,18-29,2018,0.8481527431226286
1103,2018-12,CPB34,male,30-49,2018,1.0745665518171093
1104,2018-12,XCD70,female,30-49,2018,0.9971956199122742
1105,2018-12,XOG87,male,30-49,2018,0.5562561566481723
1106,2018-12,IUF65,male,50-64,2018,1.8035226599110443
1107,2018-12,VIK75,male,30-49,2018,0.8953514430634486
1108,2018-12,RQR84,male,18-29,2018,1.4910870376722647
1109,2018-12,RJA71,male,50-64,2018,2.186125901448579
1110,2018-12,VXR13,male,30-49,2018,2.5988758909752327
1111,2018-12,KBL53,female,50-64,2018,1.7862763692021064
1112,2018-12,ECQ03,male,30-49,2018,0.9347341215749982
1113,2018-12,FNS96,female,30-49,2018,2.2023276985967444
1114,2018-12,ZZQ24,male,30-49,2018,2.286768842885719
1115,2018-12,EZL70,male,18-29,2018,1.2821274202278148
1116,2018-12,DFG32,female,30-49,2018,1.7983828335760395
1117,2018-12,LKC03,female,30-49,2018,2.3899692847068117
1118,2018-12,CLA50,female,65+,2018,1.362185865134396
1119,2018-12,SKZ24,female,30-49,2018,1.384844017650453
1120,2018-12,TIJ69,male,30-49,2018,4.499535527587648
1121,2018-12,WKS63,female,30-49,2018,2.5373589233063796
1122,2018-12,GCW05,male,30-49,2018,1.9204190989185823
1123,2018-12,NDR97,male,30-49,2018,2.924190824290765
1124,2018-12,KDZ56,male,18-29,2018,1.0197249704569686
1125,2018-12,UKB16,female,30-49,2018,2.5371529044462644
1126,2018-12,JWT96,female,30-49,2018,1.2098481911958552
1127,2018-12,HUA58,male,50-64,2018,0.24765886173164686
1128,2018-12,NDN53,male,30-49,2018,2.1062507809872733
1129,2018-12,XIH52,female,18-29,2018,1.146442609443438
1130,2018-12,IKY01,male,18-29,2018,1.549508429163719
1131,2018-12,FZX15,female,50-64,2018,4.359361351183475
1132,2018-12,CII59,male,18-29,2018,1.5024370511079355
1133,2018-12,VNU47,female,30-49,2018,2.7075121129710595
1134,2018-12,UGV54,female,18-29,2018,0.9763836577351819
1135,2018-12,KFN16,male,50-64,2018,2.3139913985109724
1136,2018-12,XUP46,female,65+,2018,1.7246686647510856
1137,2018-12,DBW36,female,18-29,2018,2.2000669536757567
1138,2018-12,KJU37,male,65+,2018,0.6430466857806065
1139,2018-12,VEZ04,female,18-29,2018,1.7913991525028072
1140,2018-12,NVE53,female,50-64,2018,1.9439726724244393
1141,2018-12,XDG83,male,50-64,2018,3.2077558777773434
1142,2018-12,YBK15,male,50-64,2018,2.2302946461638675
1143,2018-12,ZIQ24,male,18-29,2018,0.7262416834675864
1144,2018-12,OGR59,male,18-29,2018,2.3822646519789017
1145,2018-12,HYE06,male,30-49,2018,1.9738569430081718
1146,2018-12,TMB91,male,18-29,2018,2.2795386289456214
1147,2018-12,WXF84,female,50-64,2018,2.7263127954877184
1148,2018-12,XXU25,male,18-29,2018,3.061870009169512
1149,2018-12,ZIK60,male,18-29,2018,2.056848428502193
1150,2018-12,GEK46,male,30-49,2018,3.5770333556506464
1151,2018-12,MEB57,male,30-49,2018,3.4146674602106084
1152,2018-12,YVH84,male,50-64,2018,1.2118978782035867
1153,2018-12,HCL52,male,18-29,2018,2.6614453108573364
1154,2018-12,FYB94,male,30-49,2018,3.184799521960076
1155,2018-12,UCO74,female,50-64,2018,2.0873091256729963
1156,2018-12,JMF22,male,65+,2018,1.7027033714225475
1157,2018-12,AXB90,female,18-29,2018,1.9492183063611934
1158,2018-12,ROB97,male,50-64,2018,2.558900722624488
1159,2018-12,WLH11,female,18-29,2018,1.6832695443912664
1160,2018-12,RVF03,female,50-64,2018,1.6023108269235056
1161,2018-12,DFF64,female,18-29,2018,1.3785245218933688
1162,2018-12,OKZ40,female,18-29,2018,4.590323807009908
1163,2018-12,DTX14,female,18-29,2018,3.0650127026329796
1164,2018-12,WOA52,male,30-49,2018,1.662575605775832
1165,2018-12,FYC87,male,18-29,2018,3.622284251606003
1166,2018-12,PIC69,male,30-49,2018,2.1372516820585106
1167,2018-12,EDM80,female,30-49,2018,1.081085968356021
1168,2018-12,UCA14,male,50-64,2018,2.2353664101398167
1169,2018-12,YRB14,female,18-29,2018,3.2549996622047113
1170,2018-12,CRJ98,female,65+,2018,2.136028048860939
1171,2018-12,VGL60,male,30-49,2018,1.6855214053633376
1172,2018-12,AIK78,male,50-64,2018,1.2805635516859364
1173,2018-12,BBY21,female,50-64,2018,2.8979106970839577
1174,2018-12,UUP78,male,18-29,2018,1.2079835490855686
1175,2018-12,WGK93,female,18-29,2018,2.5643543670207145
1176,2018-12,QWW63,female,30-49,2018,0.7356259277505077
1177,2018-12,RAJ76,male,30-49,2018,1.1558713316917313
1178,2018-12,CSP41,female,18-29,2018,1.6685024574970955
1179,2018-12,PTF60,female,18-29,2018,1.5085594123066446
1180,2018-12,FJU28,female,30-49,2018,1.4913838115935611
1181,2018-12,ZEA77,male,50-64,2018,0.2558900951949652
1182,2018-12,XRU31,male,18-29,2018,2.9339098762604507
1183,2018-12,ZPH80,female,18-29,2018,1.451868140365522
1184,2018-12,BGD46,female,65+,2018,0.7647734571649818
1185,2018-12,NOD59,male,50-64,2018,1.0823544812171852
1186,2018-12,IUQ76,female,18-29,2018,1.6625726575034083
1187,2018-12,LGC11,female,65+,2018,0.22378696212067295
1188,2018-12,TVV83,female,18-29,2018,2.2491631006713146
1189,2018-12,RVD02,male,18-29,2018,0.3845080184611378
1190,2018-12,XUD81,female,65+,2018,2.7986364727264776
1191,2018-12,GEW80,male,18-29,2018,1.6947347623380224
1192,2018-12,AUK56,male,50-64,2018,1.264331784315329
1193,2018-12,OEI57,male,18-29,2018,1.250200104543924
1194,2018-12,IAD29,female,18-29,2018,1.4213591139641837
1195,2018-12,LMK88,male,50-64,2018,2.745295390381908
1196,2018-12,ERO80,male,65+,2018,1.7494456393954632
1197,2018-12,PEO84,male,30-49,2018,3.2876159053961476
1198,2018-12,NJY80,female,18-29,2018,2.9266401952720105
1199,2018-12,BNI06,male,18-29,2018,2.4567884250395
1200,2019-01,BCK19,male,18-29,2019,0.36950426691824667
1201,2019-01,ANI81,female,18-29,2019,1.3697075380075785
1202,2019-01,IIG04,female,18-29,2019,4.009372788362809
1203,2019-01,CPB34,male,30-49,2019,0.46861005468181505
1204,2019-01,XCD70,female,30-49,2019,4.193278461711791
1205,2019-01,XOG87,male,30-49,2019,3.2201579370552365
1206,2019-01,IUF65,male,50-64,2019,1.6572898920504806
1207,2019-01,VIK75,male,30-49,2019,1.7526866586595413
1208,2019-01,RQR84,male,18-29,2019,3.25825735746074
1209,2019-01,RJA71,male,50-64,2019,2.974801484884961
1210,2019-01,VXR13,male,30-49,2019,2.7482510063687484
1211,2019-01,KBL53,female,50-64,2019,2.6132148123473495
1212,2019-01,ECQ03,male,30-49,2019,2.3417995379601235
1213,2019-01,FNS96,female,30-49,2019,2.2051827407170346
1214,2019-01,ZZQ24,male,30-49,2019,0.28821316323069546
1215,2019-01,EZL70,male,18-29,2019,2.5681595071147796
1216,2019-01,DFG32,female,30-49,2019,1.9445993806423194
1217,2019-01,LKC03,female,30-49,2019,2.458856899402456
1218,2019-01,CLA50,female,65+,2019,3.7619399240986247
1219,2019-01,SKZ24,female,30-49,2019,2.387207075870889
1220,2019-01,TIJ69,male,30-49,2019,3.38824735523425
1221,2019-01,WKS63,female,30-49,2019,2.9232601718370885
1222,2019-01,GCW05,male,30-49,2019,2.056082160786994
1223,2019-01,NDR97,male,30-49,2019,1.8627057145299206
1224,2019-01,KDZ56,male,18-29,2019,0.260728135926537
1225,2019-01,UKB16,female,30-49,2019,3.1279375821468203
1226,2019-01,JWT96,female,30-49,2019,4.040121894369559
1227,2019-01,HUA58,male,50-64,2019,4.511761061466872
1228,2019-01,NDN53,male,30-49,2019,3.4379729728579176
1229,2019-01,XIH52,female,18-29,2019,3.496673989615511
1230,2019-01,IKY01,male,18-29,2019,1.8874374780247287
1231,2019-01,FZX15,female,50-64,2019,2.0423328148450595
1232,2019-01,CII59,male,18-29,2019,4.429535650638629
1233,2019-01,VNU47,female,30-49,2019,6.27933112425933
1234,2019-01,UGV54,female,18-29,2019,2.196836425523513
1235,2019-01,KFN16,male,50-64,2019,2.7354106629132775
1236,2019-01,XUP46,female,65+,2019,0.7426648478294045
1237,2019-01,DBW36,female,18-29,2019,1.390575571427115
1238,2019-01,KJU37,male,65+,2019,4.565437458955496
1239,2019-01,VEZ04,female,18-29,2019,2.081828614445045
1240,2019-01,NVE53,female,50-64,2019,1.119887141886288
1241,2019-01,XDG83,male,50-64,2019,1.1792606773104
1242,2019-01,YBK15,male,50-64,2019,0.9802967893554901
1243,2019-01,ZIQ24,male,18-29,2019,2.482107169506766
1244,2019-01,OGR59,male,18-29,2019,4.334965557869153
1245,2019-01,HYE06,male,30-49,2019,2.1186666152343365
1246,2019-01,TMB91,male,18-29,2019,4.499242965263137
1247,2019-01,WXF84,female,50-64,2019,1.3030418025497312
1248,2019-01,XXU25,male,18-29,2019,1.737036446602973
1249,2019-01,ZIK60,male,18-29,2019,3.100922948471991
1250,2019-01,GEK46,male,30-49,2019,3.4105370533674
1251,2019-01,MEB57,male,30-49,2019,3.918384405093643
1252,2019-01,YVH84,male,50-64,2019,3.3772890894912395
1253,2019-01,HCL52,male,18-29,2019,0.9564632067880843
1254,2019-01,FYB94,male,30-49,2019,1.9187251125825842
1255,2019-01,UCO74,female,50-64,2019,2.9562287945256784
1256,2019-01,JMF22,male,65+,2019,3.6364085481865427
1257,2019-01,AXB90,female,18-29,2019,1.3379849378713702
1258,2019-01,ROB97,male,50-64,2019,2.7150319527214126
1259,2019-01,WLH11,female,18-29,2019,4.7683182839827385
1260,2019-01,RVF03,female,50-64,2019,4.275247095339945
1261,2019-01,DFF64,female,18-29,2019,1.8272973600580151
1262,2019-01,OKZ40,female,18-29,2019,2.9626392228846163
1263,2019-01,DTX14,female,18-29,2019,2.3341306948014924
1264,2019-01,WOA52,male,30-49,2019,2.9400253172145647
1265,2019-01,FYC87,male,18-29,2019,1.1997734175575343
1266,2019-01,PIC69,male,30-49,2019,0.40602489537757736
1267,2019-01,EDM80,female,30-49,2019,1.3369849016864537
1268,2019-01,UCA14,male,50-64,2019,1.0248868098287416
1269,2019-01,YRB14,female,18-29,2019,4.407860002850348
1270,2019-01,CRJ98,female,65+,2019,3.81373569142995
1271,2019-01,VGL60,male,30-49,2019,4.07832232156255
1272,2019-01,AIK78,male,50-64,2019,4.712144109423555
1273,2019-01,BBY21,female,50-64,2019,1.7459743401576377
1274,2019-01,UUP78,male,18-29,2019,4.017031564576256
1275,2019-01,WGK93,female,18-29,2019,1.1666234158169684
1276,2019-01,QWW63,female,30-49,2019,5.60856702331888
1277,2019-01,RAJ76,male,30-49,2019,3.459912163338811
1278,2019-01,CSP41,female,18-29,2019,3.4673370422688876
1279,2019-01,PTF60,female,18-29,2019,1.2942779172142878
1280,2019-01,FJU28,female,30-49,2019,3.105015788505713
1281,2019-01,ZEA77,male,50-64,2019,3.089756271953365
1282,2019-01,XRU31,male,18-29,2019,4.435122172305249
1283,2019-01,ZPH80,female,18-29,2019,2.143058498918919
1284,2019-01,BGD46,female,65+,2019,2.4982962559129747
1285,2019-01,NOD59,male,50-64,2019,1.8257506437061888
1286,2019-01,IUQ76,female,18-29,2019,1.7989810995513742
1287,2019-01,LGC11,female,65+,2019,4.422062971923582
1288,2019-01,TVV83,female,18-29,2019,2.4046162295817526
1289,2019-01,RVD02,male,18-29,2019,3.727096528745353
1290,2019-01,XUD81,female,65+,2019,2.7430120523029875
1291,2019-01,GEW80,male,18-29,2019,5.097085839973115
1292,2019-01,AUK56,male,50-64,2019,2.6626910899612968
1293,2019-01,OEI57,male,18-29,2019,4.2203456544670495
1294,2019-01,IAD29,female,18-29,2019,0.3498474381307948
1295,2019-01,LMK88,male,50-64,2019,3.2521166735312512
1296,2019-01,ERO80,male,65+,2019,3.6089062954735573
1297,2019-01,PEO84,male,30-49,2019,3.646477705300971
1298,2019-01,NJY80,female,18-29,2019,0.9109572406229431
1299,2019-01,BNI06,male,18-29,2019,2.5670441152956958
1300,2019-02,BCK19,male,18-29,2019,5.250869347316209
1301,2019-02,ANI81,female,18-29,2019,2.7141264218848313
1302,2019-02,IIG04,female,18-29,2019,3.9811117435335293
1303,2019-02,CPB34,male,30-49,2019,2.3933740831110697
1304,2019-02,XCD70,female,30-49,2019,1.5476303930770952
1305,2019-02,XOG87,male,30-49,2019,3.9892169070100474
1306,2019-02,IUF65,male,50-64,2019,0.563544446375174
